synthetic_transaction_id,synthetic_user_id,synthetic_account_id,timestamp,amount,currency,synthetic_merchant_id,merchant_category,transaction_channel,transaction_state,scenario_label,scenario_id,is_synthetic_scenario,label_source,label_definition,dataset_type,synthetic,source_system,dataset_version,transaction_hour,day_of_week,user_historical_transaction_count_before,user_historical_average_amount_before,time_since_previous_transaction_seconds,user_historical_category_frequency_before,dataset_split,scenario_injection_reason,generator_rule
syn-transaction-001829,syn-user-0472,syn-account-0472,2024-01-14T06:20:44Z,1120.37,INR,syn-merchant-0015,entertainment,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001829,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,6,6,3,1261.36,287987,0.666667,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001830,syn-user-0173,syn-account-0173,2024-01-14T06:30:37Z,251.27,INR,syn-merchant-0036,travel,CARD_SIMULATED,COMPLETED,normal,syn-scenario-001830,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,6,6,3,178.98,755466,0.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001831,syn-user-0437,syn-account-0437,2024-01-14T06:30:40Z,1145.21,INR,syn-merchant-0064,other,CARD_SIMULATED,COMPLETED,normal,syn-scenario-001831,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,6,6,3,1296.81,795230,0.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001832,syn-user-0012,syn-account-0012,2024-01-14T06:31:34Z,722.57,INR,syn-merchant-0001,bills,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001832,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,6,6,3,570.81,351622,1.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001833,syn-user-0001,syn-account-0001,2024-01-14T06:32:11Z,1039.66,INR,syn-merchant-0086,education,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001833,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,6,6,3,1049.75,881244,0.333333,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001834,syn-user-0437,syn-account-0437,2024-01-14T06:34:48Z,1275.16,INR,syn-merchant-0092,other,CARD_SIMULATED,COMPLETED,synthetic_rapid_repeat,syn-scenario-001834,True,generator_rule,A transaction with a varied short-to-borderline interval after the same user's prior activity.,synthetic_research,True,SpendShield synthetic generator,v2,6,6,4,1258.91,248,0.25,train,A transaction with a varied short-to-borderline interval after the same user's prior activity.,"Use a mixture of short, borderline, and longer repeat intervals with variable merchant/category reuse."
syn-transaction-001835,syn-user-0350,syn-account-0350,2024-01-14T06:36:08Z,848.50,INR,syn-merchant-0094,subscriptions,BANK_SIMULATED,COMPLETED,normal,syn-scenario-001835,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,6,6,3,1236.38,776295,0.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001836,syn-user-0331,syn-account-0331,2024-01-14T06:45:11Z,811.14,INR,syn-merchant-0087,entertainment,BANK_SIMULATED,COMPLETED,normal,syn-scenario-001836,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,6,6,3,1140.71,343837,1.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001837,syn-user-0416,syn-account-0416,2024-01-14T06:49:23Z,170.86,INR,syn-merchant-0080,other,CARD_SIMULATED,COMPLETED,normal,syn-scenario-001837,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,6,6,3,258.65,765992,1.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001838,syn-user-0200,syn-account-0200,2024-01-14T06:54:32Z,474.79,INR,syn-merchant-0072,travel,WALLET_SIMULATED,COMPLETED,synthetic_behavior_deviation,syn-scenario-001838,True,generator_rule,"A transaction with one or more moderate changes from synthetic user category, merchant, channel, amount, frequency, or time behavior.",synthetic_research,True,SpendShield synthetic generator,v2,6,6,4,640.69,4985,0.0,train,"A transaction with one or more moderate changes from synthetic user category, merchant, channel, amount, frequency, or time behavior.",Select a varied subset of user-relative behavior changes without exposing the scenario label as a feature.
syn-transaction-001839,syn-user-0434,syn-account-0434,2024-01-14T06:55:03Z,295.63,INR,syn-merchant-0055,home,QR_SIMULATED,COMPLETED,normal,syn-scenario-001839,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,6,6,3,460.47,435541,1.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001840,syn-user-0041,syn-account-0041,2024-01-14T06:57:47Z,413.70,INR,syn-merchant-0053,grocery,QR_SIMULATED,COMPLETED,normal,syn-scenario-001840,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,6,6,3,487.90,728365,0.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001841,syn-user-0150,syn-account-0150,2024-01-14T07:02:50Z,1443.02,INR,syn-merchant-0084,home,BANK_SIMULATED,COMPLETED,normal,syn-scenario-001841,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,7,6,3,745.26,355850,0.666667,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001842,syn-user-0331,syn-account-0331,2024-01-14T07:23:35Z,849.65,INR,syn-merchant-0077,grocery,BANK_SIMULATED,COMPLETED,synthetic_rapid_repeat,syn-scenario-001842,True,generator_rule,A transaction with a varied short-to-borderline interval after the same user's prior activity.,synthetic_research,True,SpendShield synthetic generator,v2,7,6,4,1058.32,2304,0.0,train,A transaction with a varied short-to-borderline interval after the same user's prior activity.,"Use a mixture of short, borderline, and longer repeat intervals with variable merchant/category reuse."
syn-transaction-001843,syn-user-0354,syn-account-0354,2024-01-14T07:26:12Z,544.63,INR,syn-merchant-0014,education,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001843,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,7,6,3,986.17,322660,0.666667,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001844,syn-user-0308,syn-account-0308,2024-01-14T07:37:06Z,349.22,INR,syn-merchant-0006,healthcare,QR_SIMULATED,COMPLETED,synthetic_behavior_deviation,syn-scenario-001844,True,generator_rule,"A transaction with one or more moderate changes from synthetic user category, merchant, channel, amount, frequency, or time behavior.",synthetic_research,True,SpendShield synthetic generator,v2,7,6,3,475.11,726660,0.0,train,"A transaction with one or more moderate changes from synthetic user category, merchant, channel, amount, frequency, or time behavior.",Select a varied subset of user-relative behavior changes without exposing the scenario label as a feature.
syn-transaction-001845,syn-user-0212,syn-account-0212,2024-01-14T07:37:09Z,3361.77,INR,syn-merchant-0096,travel,QR_SIMULATED,COMPLETED,normal,syn-scenario-001845,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,7,6,3,1468.45,425873,0.666667,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001846,syn-user-0463,syn-account-0463,2024-01-14T07:38:55Z,255.31,INR,syn-merchant-0007,home,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001846,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,7,6,3,303.73,322696,0.666667,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001847,syn-user-0354,syn-account-0354,2024-01-14T07:43:44Z,1034.85,INR,syn-merchant-0037,bills,WALLET_SIMULATED,COMPLETED,synthetic_rapid_repeat,syn-scenario-001847,True,generator_rule,A transaction with a varied short-to-borderline interval after the same user's prior activity.,synthetic_research,True,SpendShield synthetic generator,v2,7,6,4,875.78,1052,0.25,train,A transaction with a varied short-to-borderline interval after the same user's prior activity.,"Use a mixture of short, borderline, and longer repeat intervals with variable merchant/category reuse."
syn-transaction-001848,syn-user-0357,syn-account-0357,2024-01-14T08:10:21Z,677.54,INR,syn-merchant-0075,entertainment,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001848,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,8,6,3,810.39,874691,0.666667,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001849,syn-user-0353,syn-account-0353,2024-01-14T08:30:29Z,733.66,INR,syn-merchant-0061,bills,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001849,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,8,6,3,649.20,678272,0.666667,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001850,syn-user-0189,syn-account-0189,2024-01-14T08:42:37Z,515.13,INR,syn-merchant-0079,grocery,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001850,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,8,6,3,526.48,326941,0.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001851,syn-user-0197,syn-account-0197,2024-01-14T08:46:18Z,242.64,INR,syn-merchant-0020,other,CARD_SIMULATED,COMPLETED,synthetic_unusual_time,syn-scenario-001851,True,generator_rule,"A transaction with a user-relative time deviation across late, borderline, and ordinary clock hours.",synthetic_research,True,SpendShield synthetic generator,v2,8,6,3,262.14,336768,0.333333,train,"A transaction with a user-relative time deviation across late, borderline, and ordinary clock hours.",Vary time relative to the user's typical hour; do not use one globally exclusive UTC-hour window.
syn-transaction-001852,syn-user-0487,syn-account-0487,2024-01-14T08:56:09Z,590.97,INR,syn-merchant-0018,education,QR_SIMULATED,COMPLETED,normal,syn-scenario-001852,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,8,6,3,645.66,376875,0.333333,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001853,syn-user-0197,syn-account-0197,2024-01-14T08:59:55Z,347.28,INR,syn-merchant-0068,other,CARD_SIMULATED,COMPLETED,synthetic_rapid_repeat,syn-scenario-001853,True,generator_rule,A transaction with a varied short-to-borderline interval after the same user's prior activity.,synthetic_research,True,SpendShield synthetic generator,v2,8,6,4,257.27,817,0.5,train,A transaction with a varied short-to-borderline interval after the same user's prior activity.,"Use a mixture of short, borderline, and longer repeat intervals with variable merchant/category reuse."
syn-transaction-001854,syn-user-0114,syn-account-0114,2024-01-14T09:15:29Z,684.26,INR,syn-merchant-0095,transport,QR_SIMULATED,COMPLETED,normal,syn-scenario-001854,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,9,6,3,649.61,453659,1.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001855,syn-user-0353,syn-account-0353,2024-01-14T09:19:13Z,348.08,INR,syn-merchant-0062,education,WALLET_SIMULATED,COMPLETED,synthetic_rapid_repeat,syn-scenario-001855,True,generator_rule,A transaction with a varied short-to-borderline interval after the same user's prior activity.,synthetic_research,True,SpendShield synthetic generator,v2,9,6,4,670.32,2924,0.25,train,A transaction with a varied short-to-borderline interval after the same user's prior activity.,"Use a mixture of short, borderline, and longer repeat intervals with variable merchant/category reuse."
syn-transaction-001856,syn-user-0380,syn-account-0380,2024-01-14T09:20:22Z,417.05,INR,syn-merchant-0097,bills,CARD_SIMULATED,COMPLETED,normal,syn-scenario-001856,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,9,6,3,591.29,400467,1.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001857,syn-user-0353,syn-account-0353,2024-01-14T09:25:21Z,1199.49,INR,syn-merchant-0050,education,WALLET_SIMULATED,COMPLETED,synthetic_rapid_repeat,syn-scenario-001857,True,generator_rule,A transaction with a varied short-to-borderline interval after the same user's prior activity.,synthetic_research,True,SpendShield synthetic generator,v2,9,6,5,605.87,368,0.4,train,A transaction with a varied short-to-borderline interval after the same user's prior activity.,"Use a mixture of short, borderline, and longer repeat intervals with variable merchant/category reuse."
syn-transaction-001858,syn-user-0380,syn-account-0380,2024-01-14T09:27:33Z,412.16,INR,syn-merchant-0097,bills,QR_SIMULATED,COMPLETED,synthetic_rapid_repeat,syn-scenario-001858,True,generator_rule,A transaction with a varied short-to-borderline interval after the same user's prior activity.,synthetic_research,True,SpendShield synthetic generator,v2,9,6,4,547.73,431,1.0,train,A transaction with a varied short-to-borderline interval after the same user's prior activity.,"Use a mixture of short, borderline, and longer repeat intervals with variable merchant/category reuse."
syn-transaction-001859,syn-user-0153,syn-account-0153,2024-01-14T09:28:59Z,371.90,INR,syn-merchant-0096,travel,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001859,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,9,6,3,505.75,357895,0.666667,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001860,syn-user-0303,syn-account-0303,2024-01-14T09:31:55Z,340.12,INR,syn-merchant-0069,shopping,BANK_SIMULATED,COMPLETED,normal,syn-scenario-001860,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,9,6,3,378.84,450002,0.333333,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001861,syn-user-0245,syn-account-0245,2024-01-14T09:33:11Z,212.80,INR,syn-merchant-0095,entertainment,BANK_SIMULATED,COMPLETED,normal,syn-scenario-001861,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,9,6,3,488.98,417618,0.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001862,syn-user-0172,syn-account-0172,2024-01-14T09:38:51Z,391.23,INR,syn-merchant-0007,home,WALLET_SIMULATED,COMPLETED,synthetic_high_amount,syn-scenario-001862,True,generator_rule,"A transaction with a controlled, variable increase relative to synthetic user behavior.",synthetic_research,True,SpendShield synthetic generator,v2,9,6,3,549.61,367374,0.666667,train,"A transaction with a controlled, variable increase relative to synthetic user behavior.","Apply a mixture of moderate, strong, user-relative, and category-compatible amount deviations."
syn-transaction-001863,syn-user-0191,syn-account-0191,2024-01-14T09:39:11Z,316.81,INR,syn-merchant-0018,healthcare,BANK_SIMULATED,COMPLETED,normal,syn-scenario-001863,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,9,6,3,492.67,373835,0.666667,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001864,syn-user-0317,syn-account-0317,2024-01-14T09:48:00Z,628.39,INR,syn-merchant-0038,education,BANK_SIMULATED,COMPLETED,normal,syn-scenario-001864,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,9,6,3,798.54,409648,0.333333,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001865,syn-user-0114,syn-account-0114,2024-01-14T09:49:50Z,600.12,INR,syn-merchant-0011,transport,QR_SIMULATED,COMPLETED,normal,syn-scenario-001865,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,9,6,4,658.27,2061,1.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001866,syn-user-0073,syn-account-0073,2024-01-14T09:52:18Z,152.99,INR,syn-merchant-0059,transport,BANK_SIMULATED,COMPLETED,synthetic_high_amount,syn-scenario-001866,True,generator_rule,"A transaction with a controlled, variable increase relative to synthetic user behavior.",synthetic_research,True,SpendShield synthetic generator,v2,9,6,3,187.66,427671,0.333333,train,"A transaction with a controlled, variable increase relative to synthetic user behavior.","Apply a mixture of moderate, strong, user-relative, and category-compatible amount deviations."
syn-transaction-001867,syn-user-0073,syn-account-0073,2024-01-14T09:54:20Z,90.14,INR,syn-merchant-0059,transport,QR_SIMULATED,COMPLETED,normal,syn-scenario-001867,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,9,6,4,178.99,122,0.5,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001868,syn-user-0277,syn-account-0277,2024-01-14T10:11:05Z,660.50,INR,syn-merchant-0063,entertainment,QR_SIMULATED,COMPLETED,normal,syn-scenario-001868,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,10,6,3,737.97,750218,1.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001869,syn-user-0185,syn-account-0185,2024-01-14T10:11:08Z,1316.12,INR,syn-merchant-0019,bills,QR_SIMULATED,COMPLETED,synthetic_unusual_time,syn-scenario-001869,True,generator_rule,"A transaction with a user-relative time deviation across late, borderline, and ordinary clock hours.",synthetic_research,True,SpendShield synthetic generator,v2,10,6,3,1339.95,454008,0.333333,train,"A transaction with a user-relative time deviation across late, borderline, and ordinary clock hours.",Vary time relative to the user's typical hour; do not use one globally exclusive UTC-hour window.
syn-transaction-001870,syn-user-0169,syn-account-0169,2024-01-14T10:13:37Z,796.06,INR,syn-merchant-0047,transport,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001870,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,10,6,3,2393.77,367668,0.666667,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001871,syn-user-0320,syn-account-0320,2024-01-14T10:22:01Z,198.49,INR,syn-merchant-0030,healthcare,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001871,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,10,6,3,476.19,767183,0.333333,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001872,syn-user-0213,syn-account-0213,2024-01-14T10:23:59Z,1188.94,INR,syn-merchant-0071,transport,QR_SIMULATED,COMPLETED,normal,syn-scenario-001872,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,10,6,3,2765.20,457586,0.666667,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001873,syn-user-0161,syn-account-0161,2024-01-14T10:28:49Z,1054.32,INR,syn-merchant-0067,home,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001873,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,10,6,3,1207.45,352782,0.666667,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001874,syn-user-0186,syn-account-0186,2024-01-14T10:39:27Z,851.96,INR,syn-merchant-0020,other,CARD_SIMULATED,COMPLETED,normal,syn-scenario-001874,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,10,6,4,938.91,762457,0.25,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001875,syn-user-0277,syn-account-0277,2024-01-14T10:41:47Z,448.00,INR,syn-merchant-0003,entertainment,QR_SIMULATED,COMPLETED,normal,syn-scenario-001875,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,10,6,4,718.61,1842,1.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001876,syn-user-0171,syn-account-0171,2024-01-14T10:46:37Z,1365.68,INR,syn-merchant-0059,other,BANK_SIMULATED,COMPLETED,synthetic_high_amount,syn-scenario-001876,True,generator_rule,"A transaction with a controlled, variable increase relative to synthetic user behavior.",synthetic_research,True,SpendShield synthetic generator,v2,10,6,3,825.09,387315,0.666667,train,"A transaction with a controlled, variable increase relative to synthetic user behavior.","Apply a mixture of moderate, strong, user-relative, and category-compatible amount deviations."
syn-transaction-001877,syn-user-0423,syn-account-0423,2024-01-14T10:50:47Z,1366.73,INR,syn-merchant-0042,healthcare,BANK_SIMULATED,COMPLETED,synthetic_combined_pattern,syn-scenario-001877,True,generator_rule,A transaction combining two or more weak or moderate synthetic deviations with overlap across scenarios.,synthetic_research,True,SpendShield synthetic generator,v2,10,6,3,503.13,901682,0.0,train,A transaction combining two or more weak or moderate synthetic deviations with overlap across scenarios.,"Sample a varied subset of amount, time, repeat, category, merchant, and channel deviations."
syn-transaction-001878,syn-user-0462,syn-account-0462,2024-01-14T10:52:08Z,681.19,INR,syn-merchant-0012,travel,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001878,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,10,6,3,1399.94,413826,1.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001879,syn-user-0058,syn-account-0058,2024-01-14T10:56:17Z,1265.38,INR,syn-merchant-0029,travel,BANK_SIMULATED,COMPLETED,synthetic_high_amount,syn-scenario-001879,True,generator_rule,"A transaction with a controlled, variable increase relative to synthetic user behavior.",synthetic_research,True,SpendShield synthetic generator,v2,10,6,3,1966.60,434932,0.333333,train,"A transaction with a controlled, variable increase relative to synthetic user behavior.","Apply a mixture of moderate, strong, user-relative, and category-compatible amount deviations."
syn-transaction-001880,syn-user-0161,syn-account-0161,2024-01-14T11:07:41Z,1325.63,INR,syn-merchant-0067,home,BANK_SIMULATED,COMPLETED,normal,syn-scenario-001880,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,11,6,4,1169.17,2332,0.75,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001881,syn-user-0491,syn-account-0491,2024-01-14T11:10:13Z,673.48,INR,syn-merchant-0060,travel,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001881,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,11,6,3,701.17,802446,1.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001882,syn-user-0024,syn-account-0024,2024-01-14T11:20:35Z,605.63,INR,syn-merchant-0080,other,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001882,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,11,6,3,528.56,466422,0.333333,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001883,syn-user-0271,syn-account-0271,2024-01-14T11:27:02Z,1221.24,INR,syn-merchant-0051,entertainment,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-001883,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,11,6,3,998.56,376818,0.0,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
syn-transaction-001884,syn-user-0058,syn-account-0058,2024-01-14T11:27:42Z,1283.81,INR,syn-merchant-0041,grocery,BANK_SIMULATED,COMPLETED,normal,syn-scenario-001884,True,generator_rule,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,synthetic_research,True,SpendShield synthetic generator,v2,11,6,4,1791.30,1885,0.5,train,A generated transaction drawn from ordinary synthetic user behavior with natural variation.,"Sample user-relative category, amount, time, merchant, channel, and transaction-gap behavior with overlap."
